OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,config_id
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,537
True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,False,539
True,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,540
True,True,True,False,True,False,True,True,False,False,True,True,False,True,True,False,541
True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,542
False,True,True,False,False,False,True,True,True,False,False,True,True,True,True,True,543
True,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,544
False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,False,545
False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,546
True,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,547
True,True,True,False,True,False,True,True,False,True,True,True,False,False,True,False,548
False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,549
True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,550
True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,551
True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,552
False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,553
True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,554
True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,False,556
True,True,True,False,False,False,True,True,True,False,False,True,True,True,False,True,557
True,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,558
True,True,True,False,True,False,True,True,False,True,True,True,False,True,True,False,559
False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,560
False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,561
True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,562
False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,563
False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,564
False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,565
False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,False,566
False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,567
True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,568
True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,False,569
False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,570
False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,True,571
True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,572
False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,573
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,574
True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,575
False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,576
True,False,False,True,True,False,True,False,False,True,True,False,True,True,False,False,577
False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,578
False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,579
True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,580
False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,581
True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,582
True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,583
False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,584
False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,585
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,586
True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,587
True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,588
False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,589
False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,590
False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,591
True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,592
True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,593
True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,594
True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,595
True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,596
False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,597
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,598
True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,599
False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,False,600
True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,601
True,True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,602
True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,603
False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,604
False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,605
True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,606
False,True,True,False,True,False,True,True,False,True,True,True,False,True,True,False,607
True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,608
False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,609
True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,610
True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,611
False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,612
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,613
True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,614
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,615
True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,616
False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,617
True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,618
True,True,False,False,True,False,True,True,False,True,True,True,False,True,True,False,619
False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,620
False,True,False,True,True,False,True,True,False,True,True,True,False,True,True,False,621
True,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,623
True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,624
False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,625
False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,626
True,True,True,True,True,False,True,True,False,True,True,True,False,False,True,False,627
False,True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,628
True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,629
False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,630
True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,631
True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,False,632
True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,633
False,True,False,True,False,False,True,True,True,False,False,True,True,True,True,True,635
True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,False,636
False,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,637
False,True,True,True,True,False,True,True,False,True,True,True,False,False,True,False,638
True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,False,639
False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,640
True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,642
False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,643
True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,False,644
False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,645
False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,646
True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,647
True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,648
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,653
False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,654
True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,655
True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,656
False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,657
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,659
True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,661
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,662
False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,663
False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,664
False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,665
True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,666
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,667
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,668
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,669
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,670
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,672
False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,673
False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,674
False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,677
True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,678
True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,679
False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,680
True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,681
True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,682
True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,683
True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,684
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,685
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,686
True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,687
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,688
False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,689
True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,False,690
False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,691
True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,692
True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,693
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,694
True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,695
True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,696
False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,697
False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,698
False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,699
True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,700
False,True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,701
False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,702
True,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,703
True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,False,704
False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,705
True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,707
True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,708
False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,709
True,True,True,False,True,False,True,True,False,True,True,True,True,False,True,False,710
True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,711
False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,712
False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,713
False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,714
True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,715
True,True,False,True,False,False,True,True,False,False,True,True,False,True,True,False,716
True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,717
False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,718
True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,719
True,True,True,True,True,False,True,False,False,True,True,True,False,False,True,False,720
False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,722
False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,723
False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,725
False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,726
False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,727
False,False,False,True,True,False,True,False,True,True,False,False,True,True,True,False,728
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,730
True,False,False,True,True,False,True,False,True,True,False,False,True,True,False,False,731
True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,732
True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,733
True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,734
True,True,False,True,True,False,True,False,False,True,False,False,False,True,True,False,737
True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,738
False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,739
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,740
True,True,False,False,False,False,True,True,True,False,True,True,False,True,True,False,741
True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,742
True,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,743
True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,744
False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,745
True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,746
False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,747
False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,748
True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,749
True,True,False,True,True,False,True,False,True,False,False,False,False,True,True,False,750
True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,751
True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,752
True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,753
False,True,True,True,True,False,False,True,False,True,True,True,False,True,True,False,754
True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,False,755
False,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,756
True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,757
True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,758
False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,759
True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,760
True,True,True,False,False,False,True,False,True,False,True,True,False,True,True,False,761
False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,762
False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,763
True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,False,765
True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,766
False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,False,767
True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,768
True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,769
False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,770
True,True,True,False,False,False,True,True,True,False,True,True,False,True,False,False,771
True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,772
True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,774
False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,775
True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,False,776
False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,777
False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,778
True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,False,779
True,True,False,True,True,False,True,False,True,True,False,False,False,True,False,False,780
True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,False,781
False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,782
False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,783
True,True,True,True,True,False,False,True,False,True,True,True,True,False,True,False,784
True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,785
True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,786
False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,787
True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,788
True,True,True,True,True,False,True,True,False,False,True,True,False,False,True,False,789
True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,790
True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False,791
False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,True,792
True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,793
True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,794
False,True,False,True,True,False,True,False,False,True,False,False,True,True,True,False,795
True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,797
True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,798
True,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,799
False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,800
True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,801
False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,True,802
True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,803
True,True,True,True,False,False,True,True,False,True,True,False,False,True,True,False,804
False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,805
False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,806
False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,807
True,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,808
True,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,809
True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,810
False,True,False,True,True,False,True,False,True,False,False,False,True,True,True,False,811
False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,813
True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,814
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,815
False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,816
True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,817
True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,False,818
False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,819
True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,820
False,True,True,False,False,False,True,True,True,False,True,True,False,True,True,False,821
False,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,822
False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,823
False,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,824
False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,False,825
True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,826
True,True,False,True,False,False,True,False,True,False,True,True,False,True,True,False,827
True,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,828
True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,False,829
False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,830
False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,831
False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,True,833
True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,834
True,True,False,True,False,False,True,True,True,False,True,True,False,True,False,False,835
True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,836
False,True,True,True,False,False,True,False,True,False,True,True,False,True,True,False,837
True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,838
True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,839
False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,841
True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,842
False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,843
True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False,844
False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,845
True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,846
False,True,True,True,False,False,True,True,True,False,True,True,False,True,False,False,847
True,True,True,True,False,False,True,False,True,False,True,True,False,True,False,False,848
True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,849
False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,850
True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,851
True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,852
False,True,True,True,False,True,True,True,False,True,True,False,False,True,True,False,853
True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,854
False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,855
True,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,856
True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,857
False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,858
False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,859
False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,860
False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,861
True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,862
False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,863
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,864
True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,865
False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,866
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,867
False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,868
True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,870
False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,871
False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,872
False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,873
False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,874
True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,875
False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,876
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,877
False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,878
False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,879
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,880
True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,881
False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,883
False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,884
True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,885
True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,886
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,887
False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,888
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,889
False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,890
False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,891
True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,892
False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,893
True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,894
False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,895
True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,896
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,897
False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,898
False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,899
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,900
True,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,901
True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,902
True,True,False,True,False,False,True,True,False,True,True,True,False,True,True,False,903
False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,904
True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,905
False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,906
True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,907
False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,908
False,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,909
False,False,False,True,True,False,False,True,False,False,False,True,True,True,False,True,910
False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,911
False,True,True,False,False,True,True,True,False,True,True,True,False,True,True,False,912
True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,913
True,True,False,True,True,False,True,True,True,True,False,False,True,True,True,True,914
False,True,False,True,False,False,True,True,False,False,True,True,True,True,True,False,916
False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,917
False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,918
False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,919
False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,920
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,921
False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,922
True,True,False,True,False,False,True,False,False,False,True,True,True,True,True,False,923
True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,924
True,True,False,False,True,False,False,True,False,True,True,True,False,False,False,False,925
False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,926
False,True,False,True,True,False,True,False,True,True,True,False,False,True,False,False,928
False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,929
False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,False,930
True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,931
True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,932
True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,934
True,True,False,True,False,False,True,True,False,False,True,True,True,True,False,False,935
False,True,True,True,False,False,True,False,False,False,True,True,True,True,True,False,936
False,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,937
True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,False,938
True,True,True,True,False,False,True,False,False,False,True,True,True,True,False,False,939
False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,940
False,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,941
False,True,False,True,True,False,True,False,False,False,True,False,True,True,True,False,942
True,True,True,True,False,True,True,False,False,True,True,True,False,False,True,False,943
True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,False,945
True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,False,947
False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,948
True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,950
False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,951
True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,952
True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,953
True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,954
True,True,False,True,True,False,True,True,True,False,True,False,True,True,True,False,955
False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,956
True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,957
False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,958
False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,959
True,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True,960
False,True,False,True,True,False,True,False,False,True,True,False,True,True,False,False,961
False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,962
False,True,True,False,False,False,True,False,True,False,True,True,True,True,True,False,963
False,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,964
True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,False,965
True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,966
False,True,True,True,True,False,True,True,True,False,True,False,True,True,True,False,967
False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,968
True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,969
True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,970
True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,False,971
True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,972
False,True,False,False,True,False,False,False,False,True,True,True,True,False,True,False,973
True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,False,974
