tiff,anyScriptOrigin,validate,jpg,png,onload,pdf,config_id,dpi,resolution,quality,indexed
False,True,True,True,False,True,False,115,200,307200,0.9,8
False,False,False,False,True,True,False,116,100,307200,0.1,8
False,True,True,True,False,True,False,117,100,2073600,0.1,8
False,False,False,False,True,True,False,118,100,307200,0.1,4
False,False,False,False,True,True,False,119,200,307200,0.1,8
False,False,False,False,True,False,False,120,400,307200,0.1,4
False,True,True,True,False,True,False,121,100,2073600,0.9,4
True,False,False,False,False,True,False,122,200,307200,0.1,8
True,False,False,False,False,False,False,123,50,307200,0.1,4
False,False,False,True,False,False,False,124,200,307200,0.9,8
False,True,True,True,False,True,False,125,100,2073600,0.1,4
False,True,True,True,False,True,False,126,100,2073600,0.9,1
False,False,False,False,True,False,False,127,50,307200,0.1,4
True,True,True,False,False,True,False,128,400,307200,0.1,1
True,False,False,False,False,False,False,129,100,307200,0.1,4
False,False,False,True,False,False,False,130,200,307200,0.1,8
False,False,False,False,False,True,True,131,200,2073600,0.1,8
False,False,False,False,True,True,False,132,200,2073600,0.1,8
False,True,True,True,False,True,False,133,50,2073600,0.9,1
False,False,False,True,False,True,False,134,400,307200,0.9,1
False,True,False,True,False,False,False,135,400,307200,0.9,1
False,True,True,False,True,True,False,136,50,8294400,0.1,1
False,False,False,True,False,True,False,137,400,307200,0.9,2
True,False,False,False,False,True,False,138,200,2073600,0.1,8
False,False,False,True,False,False,False,139,200,2073600,0.9,8
False,False,False,False,True,False,False,140,100,307200,0.1,4
True,True,True,False,False,True,False,141,50,8294400,0.1,1
False,True,True,False,False,True,True,142,50,307200,0.1,1
False,True,True,False,False,True,True,143,400,8294400,0.1,1
True,True,True,False,False,True,False,144,400,307200,0.1,4
False,False,False,True,False,False,False,145,200,2073600,0.1,8
False,True,False,False,True,False,False,146,200,307200,0.1,8
True,True,False,False,False,False,False,147,200,307200,0.1,8
False,True,True,True,False,True,False,148,50,2073600,0.1,1
False,True,False,True,False,False,False,149,400,307200,0.9,2
False,False,False,True,False,True,False,150,400,8294400,0.9,4
False,True,False,False,True,False,False,151,200,2073600,0.1,8
True,True,True,False,False,True,False,152,400,307200,0.1,8
True,True,False,False,False,False,False,153,200,2073600,0.1,8
False,True,True,False,False,True,True,154,400,8294400,0.1,4
True,False,False,False,False,False,False,155,50,307200,0.1,2
False,True,True,False,False,True,True,156,400,8294400,0.1,8
False,True,True,False,True,True,False,157,400,307200,0.1,4
False,True,True,False,True,True,False,158,400,307200,0.1,8
False,True,True,True,False,True,False,159,100,2073600,0.1,1
False,True,True,False,False,True,True,160,100,307200,0.1,4
False,True,True,False,False,True,True,161,100,307200,0.1,8
False,False,False,False,True,False,False,162,50,307200,0.1,2
False,False,False,True,False,True,False,163,400,8294400,0.9,1
False,False,False,True,False,True,False,164,400,8294400,0.9,2
True,False,False,False,False,False,False,165,400,307200,0.1,2
False,False,False,False,True,False,False,166,400,307200,0.1,2
False,True,False,False,False,False,True,167,200,2073600,0.1,8
False,True,True,False,False,True,True,168,100,307200,0.1,1
False,True,True,False,False,True,True,169,400,2073600,0.1,1
False,True,True,True,False,True,False,170,50,8294400,0.9,1
False,True,True,True,False,True,False,171,50,8294400,0.1,1
False,False,False,True,False,True,False,172,400,2073600,0.9,4
True,True,True,False,False,True,False,173,100,8294400,0.1,1
False,True,True,False,True,True,False,174,100,8294400,0.1,1
False,True,True,True,False,True,False,175,50,8294400,0.9,2
False,True,True,True,False,True,False,176,50,8294400,0.1,2
False,True,True,True,False,False,False,177,100,8294400,0.9,1
False,False,False,False,False,True,True,178,200,2073600,0.1,4
False,True,True,True,False,True,False,179,50,8294400,0.9,4
True,False,False,False,False,False,False,180,100,307200,0.1,2
False,True,True,True,False,True,False,181,50,8294400,0.1,4
False,False,False,True,False,True,False,182,50,307200,0.9,4
False,True,True,True,False,True,False,183,100,8294400,0.9,1
False,False,False,False,True,False,False,184,100,307200,0.1,2
False,True,True,True,False,True,False,185,100,8294400,0.1,1
True,False,False,False,False,False,False,186,400,307200,0.1,8
False,False,False,False,True,True,False,187,200,2073600,0.1,4
False,False,False,False,True,False,False,188,400,307200,0.1,8
False,False,True,True,False,False,False,189,50,307200,0.9,4
True,False,False,False,False,True,False,190,200,2073600,0.1,4
True,False,False,False,False,False,False,191,50,307200,0.1,8
False,True,False,True,False,True,False,192,100,8294400,0.9,1
False,True,True,True,False,True,False,193,100,8294400,0.9,2
False,False,False,True,False,True,False,194,50,307200,0.1,4
False,False,False,False,True,True,False,195,200,307200,0.1,4
False,True,True,True,False,False,False,196,100,8294400,0.9,4
False,False,False,False,True,False,False,197,50,307200,0.1,8
False,True,True,True,False,False,False,198,100,8294400,0.9,8
True,False,False,False,False,True,False,199,200,307200,0.1,4
False,True,True,True,False,True,False,200,100,8294400,0.1,2
False,True,True,True,False,True,False,201,100,8294400,0.9,4
False,False,False,True,False,True,False,202,400,307200,0.1,4
False,True,True,True,False,True,False,203,100,8294400,0.1,4
False,False,False,False,False,False,True,204,400,307200,0.1,8
True,True,True,False,False,True,False,205,100,8294400,0.1,4
False,False,False,False,False,False,True,206,50,307200,0.1,8
False,False,False,True,False,False,False,207,200,2073600,0.9,4
True,True,True,False,False,True,False,208,100,8294400,0.1,8
False,False,True,True,False,False,False,209,400,307200,0.1,4
False,False,True,True,False,False,False,210,50,307200,0.1,4
False,False,False,True,False,False,False,211,200,2073600,0.1,4
False,False,False,True,False,False,False,212,200,307200,0.9,4
False,True,True,True,False,True,False,213,400,8294400,0.9,1
False,False,False,True,False,False,False,214,200,307200,0.1,4
False,False,True,False,True,True,False,215,400,307200,0.1,4
False,True,True,True,False,True,False,216,200,8294400,0.9,1
False,True,True,True,False,True,False,217,200,8294400,0.9,4
True,False,True,False,False,True,False,218,400,307200,0.1,4
False,True,True,False,True,True,False,219,100,8294400,0.1,4
False,True,False,False,False,False,True,220,200,2073600,0.1,4
False,True,True,True,False,True,False,221,200,2073600,0.9,4
False,False,True,False,False,True,True,222,400,307200,0.1,4
False,True,True,True,False,True,False,223,400,2073600,0.9,4
True,False,False,False,False,False,False,224,100,307200,0.1,8
False,False,False,False,True,False,False,225,100,307200,0.1,8
False,False,False,False,False,False,True,226,100,307200,0.1,8
False,False,False,False,False,False,True,227,400,307200,0.1,4
False,True,True,True,False,True,False,228,400,2073600,0.1,4
False,True,True,True,False,True,False,229,100,307200,0.1,4
False,False,True,False,True,True,False,230,50,307200,0.1,4
True,False,False,False,False,False,False,231,400,8294400,0.1,4
True,False,True,False,False,True,False,232,50,307200,0.1,4
False,True,True,True,False,True,False,233,400,307200,0.1,4
False,True,True,False,True,True,False,234,100,8294400,0.1,8
False,True,True,True,False,True,False,235,400,307200,0.9,4
False,False,False,False,True,False,False,236,400,8294400,0.1,4
False,True,True,True,False,True,False,237,200,307200,0.9,4
True,False,False,False,False,False,False,238,50,8294400,0.1,4
False,False,True,False,False,False,True,239,200,2073600,0.1,8
False,False,True,False,False,True,True,240,50,307200,0.1,4
False,True,False,True,False,True,False,241,100,8294400,0.9,4
False,False,True,False,False,False,True,242,200,2073600,0.1,4
False,False,False,False,True,False,False,243,50,8294400,0.1,4
False,True,True,True,False,True,False,244,200,307200,0.1,4
True,False,False,False,False,False,False,245,400,8294400,0.1,1
False,False,False,True,False,True,False,246,50,8294400,0.9,4
False,False,False,True,False,True,False,247,400,8294400,0.1,4
False,False,False,False,False,True,True,248,50,307200,0.1,8
False,False,False,True,False,True,False,249,50,8294400,0.1,4
False,True,True,True,False,True,False,250,400,307200,0.9,1
False,False,False,False,False,True,True,251,400,2073600,0.1,8
False,True,True,True,False,True,False,252,400,307200,0.1,1
False,True,True,True,False,True,False,253,200,307200,0.1,1
False,True,True,True,False,True,False,254,200,307200,0.9,1
False,True,True,True,False,True,False,255,50,2073600,0.1,4
False,False,False,False,False,True,True,256,50,2073600,0.1,8
False,True,True,True,False,True,False,257,50,2073600,0.9,4
False,False,False,False,False,True,True,258,100,2073600,0.1,8
False,False,False,False,True,True,False,259,400,307200,0.1,8
False,False,True,False,True,True,False,260,400,8294400,0.1,4
False,True,False,True,False,True,False,261,100,8294400,0.9,8
True,False,False,False,False,True,False,262,400,307200,0.1,8
False,True,True,True,False,True,False,263,50,2073600,0.1,8
False,False,False,False,True,True,False,264,50,307200,0.1,8
True,False,False,False,False,True,False,265,50,307200,0.1,8
False,False,True,True,False,True,False,266,100,8294400,0.9,1
False,False,False,False,True,False,False,267,400,8294400,0.1,1
True,False,True,False,False,True,False,268,400,8294400,0.1,4
True,False,False,False,False,False,False,269,100,8294400,0.1,4
False,True,True,True,False,True,False,270,50,8294400,0.1,8
True,False,False,False,False,True,False,271,100,307200,0.1,8
False,True,True,True,False,True,False,272,100,8294400,0.1,8
False,False,True,True,False,False,False,273,400,8294400,0.9,4
False,False,False,False,True,False,False,274,100,8294400,0.1,4
False,False,True,False,False,True,True,275,400,8294400,0.1,4
True,False,False,False,False,False,False,276,400,2073600,0.1,4
False,False,True,True,False,True,False,277,100,8294400,0.9,2
False,False,False,False,True,False,False,278,400,2073600,0.1,4
False,True,True,True,False,True,False,279,50,2073600,0.9,2
False,False,True,False,True,True,False,280,50,8294400,0.1,4
True,True,True,False,False,True,False,281,100,8294400,0.1,2
True,False,True,False,False,True,False,282,50,8294400,0.1,4
False,False,False,False,True,True,False,283,400,2073600,0.1,8
True,False,False,False,False,False,False,284,50,2073600,0.1,4
False,False,False,False,True,False,False,285,50,2073600,0.1,4
True,False,False,False,False,False,False,286,400,2073600,0.1,1
False,False,True,True,False,False,False,287,50,8294400,0.9,4
True,False,False,False,False,True,False,288,400,2073600,0.1,8
False,True,True,True,False,True,False,289,50,2073600,0.1,2
False,False,False,False,True,False,False,290,400,2073600,0.1,1
False,False,False,False,True,True,False,291,50,2073600,0.1,8
False,True,True,False,True,True,False,292,100,8294400,0.1,2
False,True,True,True,False,False,False,293,100,8294400,0.9,2
True,False,False,False,False,True,False,294,50,2073600,0.1,8
False,False,True,False,False,True,True,295,50,8294400,0.1,4
False,True,False,True,False,True,False,296,100,8294400,0.9,2
False,True,True,True,False,True,False,297,100,2073600,0.9,2
False,True,True,True,False,True,False,298,100,2073600,0.1,2
False,True,True,True,False,False,False,299,100,8294400,0.1,2
False,True,True,True,False,True,False,300,400,307200,0.9,2
True,False,False,False,False,False,False,301,100,2073600,0.1,4
False,False,False,False,True,False,False,302,100,2073600,0.1,4
False,True,True,True,False,True,False,303,400,307200,0.1,2
False,True,True,True,False,True,False,304,200,307200,0.9,2
True,False,False,False,False,False,False,305,400,8294400,0.1,2
True,False,False,False,False,False,False,306,50,8294400,0.1,2
False,False,False,False,True,False,False,307,50,8294400,0.1,2
False,False,True,True,False,False,False,308,400,8294400,0.1,4
False,True,True,True,False,True,False,309,200,307200,0.1,2
False,False,True,True,False,False,False,310,50,8294400,0.1,4
False,False,False,True,False,True,False,311,50,2073600,0.9,4
False,False,False,False,True,True,False,312,100,2073600,0.1,8
False,True,False,True,False,True,False,313,100,8294400,0.1,2
False,False,True,True,False,True,False,314,100,8294400,0.1,2
False,True,True,True,False,True,False,315,400,2073600,0.1,1
False,True,True,True,False,True,False,316,400,2073600,0.9,1
False,False,True,True,False,True,False,317,400,8294400,0.1,2
True,False,False,False,False,True,False,318,100,2073600,0.1,8
False,False,True,True,False,True,False,319,400,307200,0.1,2
False,False,False,True,False,False,False,320,400,307200,0.9,8
False,False,True,True,False,True,False,321,400,307200,0.9,2
False,False,False,True,False,True,False,322,400,2073600,0.1,4
True,False,False,False,False,False,False,323,100,8294400,0.1,2
False,False,False,True,False,False,False,324,400,307200,0.1,8
False,True,True,True,False,True,False,325,50,307200,0.1,4
False,True,True,True,False,True,False,326,100,307200,0.9,4
False,True,True,True,False,True,False,327,50,307200,0.9,4
False,False,False,True,False,False,False,328,50,307200,0.9,8
False,False,True,True,False,True,False,329,100,307200,0.9,2
False,False,False,True,False,False,False,330,50,307200,0.1,8
False,False,False,True,False,False,False,331,100,307200,0.9,8
False,False,False,True,False,True,False,332,50,2073600,0.1,4
False,False,True,True,False,True,False,333,400,8294400,0.9,2
False,False,True,False,True,True,False,334,400,2073600,0.1,4
False,False,False,True,False,False,False,335,100,307200,0.1,8
False,False,False,True,False,False,False,336,400,2073600,0.9,8
False,False,False,True,False,False,False,337,400,2073600,0.1,8
False,False,True,True,False,True,False,338,400,2073600,0.9,2
False,True,True,True,False,True,False,339,100,307200,0.1,1
False,False,False,True,False,False,False,340,50,2073600,0.9,8
False,False,False,False,True,False,False,341,100,8294400,0.1,2
False,True,True,True,False,True,False,342,50,307200,0.1,1
False,False,True,True,False,True,False,343,400,2073600,0.1,2
False,False,True,True,False,True,False,344,400,2073600,0.9,4
False,True,True,True,False,True,False,345,100,307200,0.9,1
False,True,True,True,False,True,False,346,50,307200,0.9,1
False,True,True,True,False,True,False,347,200,2073600,0.1,1
False,False,False,True,False,False,False,348,50,2073600,0.1,8
True,False,True,False,False,True,False,349,400,2073600,0.1,4
True,False,False,False,False,False,False,350,400,2073600,0.1,2
True,False,False,False,False,False,False,351,50,2073600,0.1,8
False,False,True,True,False,False,False,352,400,2073600,0.9,4
False,False,False,False,True,False,False,353,50,2073600,0.1,8
False,True,True,True,False,True,False,354,200,2073600,0.9,1
True,False,False,False,False,False,False,355,50,2073600,0.1,2
False,False,False,False,True,False,False,356,50,2073600,0.1,2
False,False,False,False,False,False,True,357,50,2073600,0.1,2
False,True,False,False,True,False,False,358,50,307200,0.1,8
False,False,True,True,False,True,False,359,400,2073600,0.9,8
False,False,False,False,False,False,True,360,50,2073600,0.1,1
False,False,False,False,False,False,True,361,50,8294400,0.1,1
False,False,True,True,False,True,False,362,400,2073600,0.1,4
False,True,True,True,False,True,False,363,200,2073600,0.1,4
False,True,True,True,False,True,False,364,400,2073600,0.1,2
True,True,False,False,False,False,False,365,50,307200,0.1,8
False,True,True,True,False,True,False,366,400,2073600,0.9,2
False,False,True,True,False,True,False,367,400,2073600,0.1,8
False,False,True,True,False,True,False,368,100,2073600,0.9,4
False,False,True,True,False,True,False,369,100,2073600,0.9,8
False,True,True,True,False,True,False,370,200,2073600,0.1,2
False,False,False,False,False,False,True,371,400,8294400,0.1,1
False,True,False,False,True,False,False,372,50,2073600,0.1,8
False,False,False,False,False,False,True,373,400,2073600,0.1,1
True,True,False,False,False,False,False,374,50,2073600,0.1,8
False,True,True,True,False,True,False,375,200,2073600,0.9,2
False,True,False,False,False,False,True,376,50,307200,0.1,8
False,False,True,True,False,True,False,377,400,307200,0.9,4
False,True,False,False,False,False,True,378,50,2073600,0.1,8
False,False,True,False,False,True,True,379,400,2073600,0.1,4
False,True,True,True,False,True,False,380,100,307200,0.1,2
False,False,False,True,False,False,False,381,50,307200,0.9,1
False,False,True,False,True,True,False,382,50,2073600,0.1,4
False,False,False,True,False,False,False,383,50,307200,0.1,1
True,False,True,False,False,True,False,384,50,2073600,0.1,4
False,False,False,True,False,False,False,385,400,307200,0.9,1
False,True,True,True,False,True,False,386,50,307200,0.1,2
False,True,True,True,False,True,False,387,50,307200,0.9,2
False,False,True,True,False,True,False,388,400,307200,0.9,8
False,True,True,True,False,True,False,389,400,8294400,0.1,4
False,False,False,False,False,False,True,390,50,307200,0.1,4
False,False,True,True,False,True,False,391,400,307200,0.1,4
False,False,False,True,False,False,False,392,400,307200,0.1,1
False,False,False,False,False,False,True,393,50,307200,0.1,2
False,False,False,True,False,False,False,394,100,307200,0.9,1
False,True,True,True,False,True,False,395,400,8294400,0.9,4
False,False,False,True,False,False,False,396,100,307200,0.1,1
False,False,False,True,False,False,False,397,200,307200,0.9,1
False,False,True,True,False,False,False,398,50,2073600,0.9,4
False,False,True,True,False,True,False,399,400,307200,0.1,8
False,True,True,True,False,True,False,400,400,8294400,0.1,1
False,False,True,True,False,True,False,401,100,2073600,0.1,4
False,True,True,True,False,True,False,402,200,8294400,0.1,4
False,False,True,False,False,True,True,403,50,2073600,0.1,4
False,False,False,False,False,False,True,404,400,307200,0.1,2
False,False,True,True,False,False,False,405,400,2073600,0.1,4
False,False,False,False,True,False,False,406,400,2073600,0.1,2
False,True,True,True,False,True,False,407,200,8294400,0.1,1
False,True,True,True,False,True,False,408,400,8294400,0.1,2
False,False,True,True,False,True,False,409,100,2073600,0.1,8
False,True,True,True,False,True,False,410,400,8294400,0.9,2
False,True,True,True,False,True,False,411,200,8294400,0.1,2
False,False,False,True,False,False,False,412,200,307200,0.1,1
False,False,False,False,True,False,False,413,50,8294400,0.1,8
False,False,False,True,False,False,False,414,400,2073600,0.9,1
False,False,True,True,False,False,False,415,50,2073600,0.1,4
True,True,True,False,False,True,False,416,400,307200,0.1,2
False,True,True,False,True,False,False,417,400,307200,0.1,4
False,True,True,False,True,True,False,418,400,307200,0.1,2
True,True,True,False,False,False,False,419,400,307200,0.1,4
False,False,False,True,False,False,False,420,400,2073600,0.1,1
True,False,False,False,False,False,False,421,50,8294400,0.1,8
False,True,True,True,False,True,False,422,200,8294400,0.9,2
False,True,True,False,False,True,True,423,400,2073600,0.1,2
False,True,True,False,False,False,True,424,400,307200,0.1,4
True,True,True,False,False,True,False,425,400,2073600,0.1,2
False,False,False,False,False,False,True,426,400,8294400,0.1,8
False,False,False,True,False,False,False,427,100,2073600,0.9,1
False,True,True,False,True,True,False,428,400,2073600,0.1,2
False,True,True,False,False,True,True,429,400,307200,0.1,2
False,False,False,True,False,False,False,430,100,2073600,0.1,1
False,True,True,False,True,False,False,431,50,307200,0.1,4
False,False,False,False,False,False,True,432,400,2073600,0.1,8
False,False,False,False,True,False,False,433,100,2073600,0.1,8
False,False,False,True,False,False,False,434,50,2073600,0.9,1
True,True,True,False,False,False,False,435,50,307200,0.1,4
False,False,False,True,False,False,False,436,50,2073600,0.1,1
False,True,True,False,False,True,True,437,400,8294400,0.1,2
True,False,False,False,False,False,False,438,100,2073600,0.1,8
False,False,False,True,False,False,False,439,200,2073600,0.9,1
True,True,True,False,False,True,False,440,400,8294400,0.1,2
False,False,False,True,False,False,False,441,200,2073600,0.1,1
False,True,True,False,False,False,True,442,50,307200,0.1,4
False,False,False,True,False,False,False,443,100,2073600,0.1,8
False,False,False,False,True,False,False,444,100,8294400,0.1,8
False,True,True,False,True,True,False,445,400,8294400,0.1,2
False,False,True,False,True,True,False,446,200,307200,0.1,4
False,True,False,True,False,True,False,447,400,307200,0.9,2
False,True,True,True,False,False,False,448,400,307200,0.9,2
False,False,False,True,False,False,False,449,100,2073600,0.9,8
False,False,False,True,False,False,False,450,50,2073600,0.1,4
True,False,True,False,False,True,False,451,200,307200,0.1,4
False,False,True,True,False,False,False,452,200,307200,0.9,4
False,True,False,True,False,True,False,453,400,307200,0.1,2
False,True,True,True,False,False,False,454,400,307200,0.1,2
False,False,False,True,False,False,False,455,50,2073600,0.9,4
True,False,False,False,False,False,False,456,100,8294400,0.1,8
False,True,False,True,False,True,False,457,400,2073600,0.9,2
False,True,True,True,False,False,False,458,400,2073600,0.9,2
False,False,False,False,False,False,True,459,100,2073600,0.1,8
False,True,False,True,False,True,False,460,400,2073600,0.1,2
False,False,False,False,False,False,True,461,100,8294400,0.1,8
False,False,True,False,False,True,True,462,200,307200,0.1,4
False,False,False,False,False,False,True,463,50,2073600,0.1,8
False,True,True,True,False,False,False,464,400,2073600,0.1,2
False,False,True,True,False,False,False,465,200,307200,0.1,4
False,True,False,True,False,True,False,466,400,8294400,0.9,2
False,False,False,False,False,False,True,467,50,8294400,0.1,8
False,True,True,True,False,False,False,468,400,8294400,0.9,2
False,False,False,False,True,False,False,469,400,2073600,0.1,8
False,True,False,True,False,True,False,470,400,8294400,0.1,2
True,False,False,False,False,False,False,471,400,2073600,0.1,8
False,False,False,False,True,False,False,472,400,8294400,0.1,8
False,False,False,True,False,False,False,473,400,2073600,0.9,4
False,True,True,False,True,False,False,474,200,307200,0.1,4
False,True,True,True,False,False,False,475,400,8294400,0.1,2
True,False,False,False,False,False,False,476,400,8294400,0.1,8
False,False,False,False,False,False,True,477,400,2073600,0.1,4
True,True,True,False,False,False,False,478,200,307200,0.1,4
False,False,False,True,False,False,False,479,400,2073600,0.1,4
False,False,False,True,False,False,False,480,100,2073600,0.9,4
False,False,False,True,False,False,False,481,100,2073600,0.1,4
False,False,False,False,False,False,True,482,400,2073600,0.1,2
False,True,True,False,False,False,True,483,200,307200,0.1,4
False,False,True,False,True,True,False,484,100,307200,0.1,4
True,True,True,False,False,True,False,485,100,307200,0.1,2
False,False,False,True,False,False,False,486,50,8294400,0.9,4
True,False,True,False,False,True,False,487,100,307200,0.1,4
False,False,True,True,False,False,False,488,100,307200,0.9,4
False,False,False,False,False,False,True,489,400,8294400,0.1,4
False,True,True,False,True,True,False,490,100,307200,0.1,2
False,False,True,False,False,True,True,491,100,307200,0.1,4
True,True,True,False,False,True,False,492,100,2073600,0.1,2
False,False,False,False,False,False,True,493,400,8294400,0.1,2
False,False,False,False,False,False,True,494,50,8294400,0.1,4
False,False,True,True,False,False,False,495,100,307200,0.1,4
False,True,True,False,True,False,False,496,100,307200,0.1,4
False,False,False,True,False,False,False,497,50,8294400,0.1,4
False,True,True,False,True,True,False,498,100,2073600,0.1,2
True,True,True,False,False,False,False,499,100,307200,0.1,4
False,False,False,False,False,False,True,500,50,8294400,0.1,2
False,True,True,False,False,False,True,501,100,307200,0.1,4
False,True,True,False,False,True,True,502,100,307200,0.1,2
False,False,False,True,False,False,False,503,400,8294400,0.9,4
False,False,False,False,False,False,True,504,50,2073600,0.1,4
